Christ for Life Manchester, Christ Evangelical Ministries Building,, 1294 – 1296 Ashton Old Road, , Manchester, Lancashire, M11 1JG, 53.4726189, -2.1624418 
The Place of Restoration Islington, St. Mary’s Neighbourhood Centre, Upper Street, , Islington, London, N1 2TX, 51.5383744, -0.1018096 
Amazing Grace Tabernacle Sheffield, Hillsborough Sports Arena, Middlewood Road, Sheffield, Sheffield, South Yorkshire, S6 4HA, 53.4042299, -1.5032521 
City of Zion Cambridge, Unit 1 Restwell House, Coldhams Road, Cambridge, Cambridge, Cambridgeshire, CB1 3EW, 52.2082915, 0.1488094 
Fountain of Grace Brierly Hill, 14, Canal Street, , , , DY5 1JJ, 52.4908303, -2.1135953 
Victory Centre London, 59/59A Plumstead Common Road, Plumstead, , Plumstead, London, SE18 3AS, 51.4823077, 0.0697429 
Overcomers Assembly Deptford, 8 Kingfishers Square, Clyde Street, , Deptford, London, SE8 5TW, 51.4816056, -0.0304573 
All Nations Church Stratford, Ithaca House, 27 Romford Road, London, London, London, E15 4LJ, 51.5424216, 0.0051784 
 
Open Heavens Christian Centre Barnet, Moss Hall Junior School, Nether Street, Finchley, Barnet, London, N3 1NR, 51.6099162, -0.1858292 
Shining Light Christian Connections Brentwood, Shenfield Parish Hall, 60 Hutton Road, Shenfield, Brentwood, Essex, CM15 8LB, 51.6297325, 0.322192 
Glory of God Parish Bristol, 21-23 Stokes Croft, Bristol, , Bristol, Gloucestershire, BS1 3PY, 51.4614476, -2.5911445 
House of Dominion Orpington, Buttermere Road, St Pauls Cray Primary School, Orpington, Orpington, Kent, BR5 3WD, 51.3960946, 0.1209505 
The End Time Harvest Dartford, Temple Hill Community Hall, Temple Hill, , Dartford, Kent, DA1 5HY, 51.451004, 0.2276858 
Living Fountain of Waters Enfield, Junior School, Carterhatch lane, , Enfield, Middlesex, EN3 6TW, 51.6803828, -0.0421094 
King of Glory Assembly Dartford, Blessed Hope SDA Church, Priory Hill, , Dartford, Kent, DA1 2ES, 51.4456543, 0.2119546 
The Great Shepherd Twickenham, Methodist Church, Queens Road, Twickenham, , , TW1 4EN, 51.4467259, -0.3307877 
Cornerstone Church Belfast, Wellington Park Hotel, 21 Malone Road, Belfast, , , BT9 6RU, 54.5812093, -5.9393209 
The All – Sufficient Sanctuary Oldham, Chadderton Wellbeing Centre, Burnley Street, Chadderton, Oldham, Greater Manchester, OL9 0JW, 53.5476087, -2.1415702 
 
Ressurection Assembly Dagenham, Mardyke Community Centre, South Street, Rainham, Rainham, Essex, RM13 8PJ., 51.5273478, 0.1685519 
Kingdom Life Assembly Brighton, Technology House, West Road, , Brighton, East Sussex, BN41 1QH, 50.8322143, -0.2238739 
The Cornerstone Kentish Town, Holy Trinity, Hartland Road, , Kentish Town, London, NW1 8DE, 51.5445452, -0.1452225 
The Joy of All Souls Haywards Heath, Albemarle Centre, Appledore Gardens,, Haywards Heath, Haywards Heath, West Sussex, RH16 2AQ, 51.006353, -0.0922784 
The Pathfinder Manchester, Redemption Place(Ark Royal), 1 Lathbury Road, Harpurhey Manchester, Manchester, Greater Manchester, M9 5SY, 53.5055657, -2.2164234 
New Life Assembly Plaistow, The Mixed Centre, 1A Cumberland Road, , Plaistow, London, E13 8LH, 51.5221768, 0.0262432 
King of Kings Tabernacle Dagenham, 2/4 Whalebone Lane, , , Dagenham, Essex, RM8 1BJ, 51.5625402, 0.1473428 
Chapel of Grace Laleham, Leleham village hall, The broadway, Leleham, , , TW18 1RZ, 51.4101516, -0.4869544 
Friends Parish Camberwell, Crawford Estate, Tenants Community Hall, Camberwell, London, London, SE5 9HQ, 51.4725021, -0.0978207 
Victory House Old Kent Road, 5 Congreve Street, Off Old kent Rd, , london, London, SE17 1TJ, 51.4918419, -0.0838061 
Cornerstone Beeston, The Pearson Center for the Young, 2 Nuart Road, Beeston, Nottingham, Nottinghamshire, NG9 2NH, 52.9280544, -1.2174172 
Jubilee Hall London, 132 Eric Street, London Borough of Tower Hamlets, , london, London, E3 4SS, 51.5248577, -0.0335217 
Revival Chapel Dulwich, 96 Clive Road, West Dulwich, , Dulwich, London, SE21 8BU, 51.4315487, -0.0905739 
Jubilee Church Manchester, 384 High Road, Off Redgate lane, , Manchester, Greater Manchester, M12 4SA, 53.4646536, -2.1990587 
The Gateway Church New Addington, St Edwards Church Hall, Cleves Crescent, New Addington, croydon, Surrey, CR0 0DL, 51.3385539, -0.0137384 
Agape Love Parish Birmingham, Gospel Oak Community Centre,, 17 Redstone Farm Road, Hall Green Birmingham, Birmingham, West Midlands, B28 9NU, 52.4282334, -1.8269298 
Joyful Assembly Thurso, 108, Marr Terrace, Thurso, Caithness, Scotland, KW14 8NR, 58.5902761, -3.5099011 
New Gate Church Bedford, Jubilation Community Centre, Moulton Avenue, (Off Acacia road/Off London Road), Bedford, Bedfordshire, MK42 0JD, 52.1250079, -0.4482547 
Covenant Restoration Assembly Coventry, Land of Wonders, Upper Spon Street, Coventry, Coventry, West Midlands, CV1 3BL, 52.4083236, -1.5234761 
Chapel of Blessing Sheffield, Terry Wright Community Hall,, 607 Gleadless Road, , Sheffield,, South Yorkshire, S2 2BT, 53.3550895, -1.448144 
 
Overcomers House Bristol, 5 to 13, Alfred Street, St. Philips, Bristol, Gloucestershire, BS2 0RF, 51.453747, -2.5738036 
 
The King’s Parish Walthamstow, Whittingham Primary School, 340 Higham Hill Road, Walthamstow, Walthamstow, London, E17 6BU, 51.5904778, -0.0373588 
Beautiful Gate North London, Hargrave Hall, London, London, London, London, N19 5SP, 51.5638422, -0.1338327 
Living Faith South Shields, 10 Westoe Road, South Shields, , Southshields, Durham, NE33 4LZ, 54.9930761, -1.4290509 
The Shepherd House Derby, Allestree Memorial Hall, 1 Cornhill, Allestree, Derby, , DE22 2GG, 52.95443, -1.4863148 
Covenant of Peace Woolwich, 201 Woolwich road, London, Woolwich, London, London, SE 10 0RJ, 51.486257, 0.0144092 
Eagles Nest Bloomsbury, West One, 9-10 The Portland Place, Oxford Circus, London, London, W1B 1PR, 51.5186221, -0.1447912 
Holy Ghost Zone Canterbury, St Stephen Community Hall,, Tenterden Drive, , Canterbury, Kent, CT2 7BN, 51.296194, 1.0824993 
Holy Ghost Zone Lambeth, The Reay Primary School,, Caldwell Street, Lambeth,, London, London, SW9 0EN, 51.4775027, -0.1151241 
House of Liberty Chiselhurst, Chislehurst Active Age Centre, 85 High Street, , Chislehurst, Kent, BR7 5AG, 51.4191933, 0.0658115 
Builders House, Jury’s Inn,, Wellesley Road, Croydon,, , Surrey, CR0 9XY, 51.3760357, -0.0976983 
Calvary Love City Chester, Northgate Arena, Victoria Road, , Chester, Cheshire, CH2 2AU, 53.1960514, -2.8910015 
Faith Foundation Fellowship Centre Grays, Belmont Village hall, Parker road, , Grays, Essex, Rm 17 5YW, 51.4782968, 0.3118118 
God’s House International Centre Bristol, St James Hall,, Cannon Street, Bristol, Avon, Gloucestershire, BS1 3LP, 51.4591509, -2.5919064 
Grace Tabernacle Dartford, Temple Hill Baptist Church, St. Edmunds Road, Dartford, , , DA1 5ND, 51.4528133, 0.2299617 
 
City of Joy Fort William, 4 Young Place, , , Fort William, Inverness-shire, PH33 6HW, 56.8170595, -5.1012245 
Holy Ghost Zone Milton Keynes, Gains park hall, , , Shrewsbury, Shropshire, SY3 5HF, 52.7095573, -2.8053745 
House On The Rock Chapel Milton Keynes, Shenley BrookEnd Comm Centre, Tesco by the Burnt Oak/, Egerton gate, Milton Keynes, Buckinghamshire, MK5 7HH, 52.0144778, -0.7835615 
Kingdom Builders Family Luton, 66-80, Arundel Road, Luton, Luton, Bedfordshire, LU4 8DY, 51.893135, -0.4468373 
Light House Oxford, SACRED HEART,(ROMAN CATHOLIC, SAWPIT ROAD, BLACKBIRDLEYS.OXFORD, Oxford, Oxfordshire, OX4 6BD, 51.7234729, -1.1984381 
Light House Parish Clydebank, Clydebank East Community Centre, Fleming Avenue, Whitecrook, Glasgow, Lanarkshire, G81 1AJ, 55.8979406, -4.3881991 
Livingston Assembly Livingston, Mercure Livingston Hotel, Almondview, , Livingston, West Lothian, EH54 6QB, 55.8864084, -3.5039601 
Love Connections Beckton, Beckton Community Centre, East Manor Way, Beckton, Beckton, London, E6 5NG, 51.5110326, 0.0624841 
Monte De Sion, 17 wordsworth road, london, , London, London, SE1 5TX, 51.4906183, -0.0749839 
Restoration Chapel Newcastle, 1st Floor, Unit 1, Norham Road, , Newcastle, New Castle Upon Tyne, NE29 7AR, 55.0044146, -1.476543 
Revival Christian Church Enfield, Revive Centre,, 47 London Road, , Enfield, Middlesex, EN2 6DS, 51.6497719, -0.0807382 
Breakthrough Parish Swanscombe, Swanscombe and Greenhithe Town Council Hall, The Grove, , Northfleet,, Kent, DA10 0GA, 51.4470546, 0.3086212 
Trinity Praise Centre Ipswich, Trinity Praise Centre, Charles Street, , Ipswitch, Suffolk, IP1 3JG, 52.0607325, 1.1532949 
The Peace Sanctuary For All Nations Feltham, Feltham Community College, Feltham, , Feltham, Middlesex, TW13 7EF, 51.443911, -0.4010838 
New Creation Centre Ellesmere Port, 123 Station Road, Ellesmere Port, , Ellesmere Port, Cheshire, CH65 4BW, 53.283202, -2.8956487 
Power House Bristol, Knowle Methodist Church, Redcatch Road, off Well Road, Bristol, Gloucestershire, BS4 2TP, 51.4299995, -2.5702408 
Praise Embassy Slough, Chalvey Community Centre,, The Green (Chalvey), , Slough, Berkshire, SL1 2SP, 51.5060335, -0.6103215 
Fountain of Love Glasgow, 205-217, Drumry Road East, , Glasgow, , G15 8NS, 55.9084595, -4.3750212 
True Vine Parish Bognor Regis, Jeneses Church Hall, 45 Linden Road,, , Bognor Regis, West Sussex, PO21 2AP, 50.787371, -0.6789359 
Victory Palace Dartford, G16 crown house, home gardens, , Dartford, Kent, DA1 1DZ, 51.4461024, 0.2201219 
 
 
Faith Chapel Crayford, Crayford Community Centre, 176 Townhall Square, , Crayford, Kent, DA1 4FN, 51.449862, 0.1807647 
Amazing Grace Tabernacle Huntingdon, Commemoration Hall, 39 High Street, , Huntingdon, Cambridgeshire, PE29 3AQ, 52.3296155, -0.1825038 
House of Mercy Manchester, Kingdom Mandate Centre, Chichester road, , Manchester, Greater Manchester, M15 5EU, 53.4642712, -2.2494861 
Harvest Center Stafford, Sandon Road Baptist Church, 317 Sandon Road, , Stafford,, Staffordshire, ST16 3HW, 52.8227889, -2.1080206 
New Life Assembly Luton, Barnfield South Academy, Rotheram Avenue, , Luton, Bedfordshire, LU1 5PP, 51.8716039, -0.4389798 
Redemption House Parish, Chain Lane Community Centre, Hinckley Road, , St Helens, Merseyside, WA11 9HT, 53.4679093, -2.7137019 
Amazing Grace Chapel South Woodford, Redbridge Central Library, Clement Road, Ilford, London, England, IG1 1AZ, 51.5580701, 0.0723731 
House of Love Coventry, XCEL Leisure Centre, Mitchell Avenue (Off Charter Avenue), , , Coventry, West Midlands, CV4 8DY, 52.3905213, -1.5699258 
Solution Assembly Northampton (HGZ), Lings Forum Leisure Centre, Weston Favell (Off Wellingborough Road), Weston Favell, Northampton, Northamptonshire, NN3 8JR, 52.2570999, -0.8344111 
Inspiration House Dartford, 81 – 83 St Vincents Road, Dartford, , Dartford, Kent, DA1 1XA, 51.4460479, 0.2315174 
Solution Sanctuary Lewisham, Lewisham Methodist Church, Lewisham, , Lewisham, London, SE13 6BT, 51.460519, -0.0087066 
Breakthrough Church Bolton, Saint George’s Road, , Bolton,, Bolton,, Lancashire, BL1 2BY, 53.5813404, -2.433585 
Jesus House Aberdeen, Balnagask Community Centre, Balnagask Road, Torry, Aberdeen, Aberdeenshire, AB11 8EH, 57.1326774, -2.0908418 
Abundant Faith Connections Dagenham, 62B Wood Lane, Dagenham, Dagenham, Dagenham, Essex, RM8 2NT, 51.5515427, 0.1295441 
Genesis Chapel Bethnal Green, Oxford House, Derbyshire Street,, Bethnal Green, London, London, E2 6HG, 51.5263889, -0.0612216 
Living Grace Durham, House of Grace, Frankland Lane, After Raddison Blu Hotel, Durham, , DH1 5TA, 54.7827259, -1.5723262 
Living Praise Sunderland, Praise Hall, Pallion Road, Sunderland, Sunderland, Tyne and Wear, SR4 6LR, 54.9048713, -1.4132219 
Open Heavens Christian Centre Margate, Quarterdeck Youth Centre, Zion Place, Cliftonville, Margate, East Kent, CT9 1RP, 51.3912402, 1.3887495 
Potters House Oxford, Kidlington Band Hall, High Street Kidlington, , Oxford, Oxfordshire, OX5 2DN, 51.8235513, -1.2873766 
The City Church West End, 14 Pratt Mews, Off Pratt Street, , Camden, London, NW1 0AD, 51.5370043, -0.1403524 
The Lord’s House Luton, 234, Dallow Learning Community Centre, Luton, , , LU1 1TB, 51.8831389, -0.4402367 
Redemption Light Parish Dagenham, 25 Ley Avenue,, Dagenham, , Dagenham, Kent, RM10 9YP, 51.5346778, 0.1680207 
Holy Ghost Zone Northampton, 19 Abington Square, , , Northampton, Northamptonshire, NN1 4AE, 52.2402351, -0.8886892 
Chapel of Mercy Harold Hill, My Place Youth Centre, 343 Dagnam Park Drive, Harold Hill, Romford, Essex, RM3 9EN, 51.6083187, 0.2238397 
Christ Liberty House Amersham, Saint Johns Methodist Church Hall, Woodside road, , Amersham, Buckinghamshire, HP6 6AJ, 51.6778107, -0.6023654 
Garden of Fruitfulness Tilbury, East Tilbury Community Sports Hall, East Tilbury Junior School, Princess Margaret Road, East Tilbury, Essex, RM18 8SB, 51.4829823, 0.4152933 
All Souls Mission Barkingside, c/o Methodist Church Barking Side, Mantle Road, Ilford, Ilford, Essex, IG6 2AZ, 51.5907301, 0.0800816 
Covenant Restoration Assembly Erdington, Six Ways Baptist Church, Woodend Rd, , Birmingham, West Midlands, B24 8AD, 52.5206724, -1.8427051 
Dominion Parish Hounslow, 25 Spring Grove Road, Hounslow, Middlesex, Hounslow, London, London, TW3 4BE, 51.4765029, -0.361626 
Jesus Praise Tabernacle Battersea, 20 Lavender Road, Clapham Junction, , london, London, SW11 2UG, 51.4675412, -0.1755295 
Rivers of Joy Dagenham, St. John The Divine, 522 Goresbrook Road, , Dagenham, Essex, RM 9 4XA, 51.5345458, 0.1201423 
Victory Centre For All Nations Lincoln, St Mary’s Guildhall, 385 High Street, , Lincoln, Lincolnshire, LN5 7SJ, 53.2212475, -0.5412547 
 
House of Praise Nechells, 251 Windsor street., Junction Of Great Lister, Windsor Street, Nechells, Birmingham, B7 4NG, 52.4889746, -1.8820658 
Light of God Parish Northolt, 30 / 32 Laughton Road, , , Northholt, Middlesex, UB5 5LL, 51.5399572, -0.38728 
Maranatha Church Doncaster, Waverly Community Centre, Church Lane, Balby, Doncaster, , DN4 0UQ, 53.5043318, -1.1702998 
Garden of Covenant Tonbridge, Christs Church Tonbridge, Tonbridge, , Tonbridge, Kent, TN9 1SG, 51.1925572, 0.2725466 
Covenant Restoration Assembly Belfast, Holiday Inn Express, 106 University Street, , Belfast, Antrim, BT7 1HP, 54.5865434, -5.9276697 
House of Peace for All Nations Southhall, c/o Dominion Arts Education Centre, 112 The Green, Southall, Middlesex, London, UB2 4BQ, 51.5024665, -0.3819039 
House of Prayer & Fruitfulness Essex, Hornsey Lane Community Centre,, Hazellville Road, , London, Essex, N19 3YG, 51.5716622, -0.1240316 
Christ Church City of Mercy, 64-70 Mabgate, Leeds, , , Leeds, LS9 7DZ, 53.8023789, -1.5303097 
City of Joy Horley, Horley Town Council, 24 Albert Road, Horley, , , RH6 7HZ, 51.1760234, -0.1663017 
Overcomers House Chepstow, Chepstow Conservative Club, 10 Moor Street, Chepstow, Chepstow, Monmouthshire, NP16 5EP, 51.642344, -2.675131 
Testimony Assembly Hockley Birmingham, 20-21 Hockley Hill, Hockley, , Birmingham, West Midlands, B18 5AH, 52.4923454, -1.9127652 
The Light House Connections Bletchly, Windmill Hill, Golf Centre, Tattenhoe Lane, Bletchly, , MK3 7RB, 51.9964894, -0.7708525 
Beautiful Gate Battersea, c/o Katherine Low Settlement Community Centre,, 108 Battersea High Street, Battersea,, Battersea, London, SW11 3HP, 51.4724576, -0.1736342 
Trinity Chapel Barking, The Discovery Centre, Jenkins Lane, , Barking, Essex, IG11 0AD, 51.5256348, 0.0799101 
Holy Ghost Zone Woking, The Maybury Centre, Board School Road, , Woking, Surrey, GU 21 5HD, 51.3235775, -0.5513026 
Winners Way Bexleyheath, Townley Grammar School for Girls, Townley Road, , Bexleyheath, Kent, DA6 7AB, 51.4502322, 0.1397513 
Winners Way Dartford, Rehoboth House, Brent Way, , , Kent, DA2 6DA, 51.4439231, 0.2377746 
House of Hope Derby, The Mallard, Uttoxeter New Road, Derby, Derby, Derbyshire, DE22 3HN, 52.9125609, -1.5149302 
Light House Abingdon, The Net Youth Centre, Stratton Way Abingdon, , Abingdon, Oxfordshire, OX14 3RG, 51.6704912, -1.2855432 
Covenant Love Chapel Sittingbourne, St Mary’s Parish Church, Park Road, , Sittingbourne, Kent, ME10 1HX, 51.3374721, 0.729161 
Power of Jehovah Woolwich, 7a Scotts Passage, Woolwich, , Woolwich, London, SE18 6AX, 51.4904518, 0.0704431 
House of Joy Manchester, Manchester Academy, Moss Lane East, , Manchester, Greater Manchester, M14 4PX, 53.4578202, -2.2348399 
Royal Diadem Assembly Northhampton, University Of Northampton, Grendon Lecture Theatre, Boughton Green Road, Northampton, Northamptonshire, NN2 7AL, 52.2719914, -0.8830883 
City of David Newcross, 161 Summer Road, Peckham, London, London, London, SE15 6JL, 51.4776017, -0.0736311 
Grace Assembly Stourbridge, Oakfield Community Centre, 245 Brettell lane, Brierley Hill, , , DY5 3LT, 52.4734397, -2.1421993 
House of Praise Birmingham, Sandon/Barnsley Road, , , Birmingham, West Midlands, B17 8ED, 52.4743118, -1.9660067 
 
Faith City Parish Baldock, BRANDLES SCHOOL, WESTON WAY, Baldock, Baldock, Hertfordshire, SG7 6EY, 51.9844239, -0.1915017 
House of the Lord South Ockendon, Belhus Golf Park and country club, Studio hall, Aveley bye pass, South Ockendon, Essex, RM 15 4PX, 51.5068332, 0.2638124 
Holy Ghost Zone Wellingborough, Tithe Barn Hall, Tith Barn Road, Behind Morrisons, Wellingborough,, Northamptonshire, NN8 1DH, 52.3003322, -0.6939415 
Overcomers House Melksham, Bowerhill, Villagehall Hallfax Road, Melksham, , , SN12 6SN, 51.3579127, -2.1253127 
True Worshippers Assembly Swindon, Unit 71A, BSS House, Cheney Manor, Swindon, Wiltshire, SN2 2PJ, 51.5718609, -1.8046426 
Winners Pavilion Milton Keynes, Eaglestone Activity Centre, 8 Harrier Court, Eaglestone, Milton Keynes, Buckinghamshire, MK6 5BZ, 52.0321081, -0.7414794 
Living Praise Parish Scunthorpe, Central Community centre, Lindum street, , Scunthorpe, North Lincolnshire, DN15 6QU, 53.5902533, -0.643689 
Winners Praise Sittingbourne, Swale Community Centres, The Phoenix House, Central Avenue, Sittingbourne, Kent, ME10 4BX, 51.339657, 0.7357382 
Covenant Restoration Assembly Eltham, Crown Wood College, Stationers Crown Woods College Academy, 145 Bexley Road, Eltham, London, SE9 2PT, 51.4497928, 0.052685 
Trinity Zone New Addington, GOLDCREST YOUTH CENTRE, 1 Goldcrest Way, New Addington, croydon, Surrey, CR0 0PL, 51.3496501, -0.0105013 
City of Praise London, 1st Floor, 1C Woolwich New Road, London, London, London, SE18 6ES, 51.4894968, 0.0679942 
Our God Reigns Waterloo, Doggett coats and Badge, 1 Blackfriars road, , Waterloo, London, SE1 9UD, 51.5084515, -0.1048548 
Comfort Haven Sheerness, Treadmill (First Floor), Railway Road, , Sheerness, Kent, ME12 1PU, 51.4394805, 0.7572147 
Vineyard Chapel South Wales, Mount joy Centre Mountjoy Street, Newport South Wales, , Newport, South Wales, NP20 2FA, 51.5806243, -2.9919068 
The Chapel Norwich, Dussindale Centre, Thorpe St. Andrew, , Norwich, Norfolk, NR7 0SR, 52.6308392, 1.3614195 
City of Glory Bermondsey, Academy Sports Hall, 240 Lynton Road, Bermondsey, London, London, SE1 5LA, 51.4892799, -0.0646977 
Embassy of Faith Ilford, 2ND FLOOR, 48 CRANBROOK ROAD, ILFORD, Ilford, Greater London, IG1 4NF, 51.560034, 0.0701396 
Jesus Love Fellowship Centre Leigh, 42, UNION/BOND STREET, nxt to Leigh Judo Club, , LEIGH, Lancashire, WN7 1AT, 53.4970816, -2.5174868 
Fountain of Revival Manor Park, 395 High Street, North Manor Park, , London, London, E12 6PG, 51.5450225, 0.0492955 
His Dwelling Place Bilston Wolverhampton, Lunt Community Centre,, Lunt Road, Bilston, Wolverampton, West Midlands, WV14 7HF, 52.568802, -2.0619964 
Jesus House London, 112 Brent Terrace, Brent Cross, , London, London, NW2 1LJ, 51.5721155, -0.2266289 
Elgin City Tabernacle, Laichmoray Hotel, Maisondieu Road, , Elgin, Moray, IV30 1QR, 57.6441752, -3.307723 
Christ Life Centre Erith, Christ Church Hall, Erith, Glebe Way, , , DA8 3AN, 51.4791027, 0.1762141 
Covenant Restoration Assembly Sheldon, The ivy leaf, 2296 Coventry Road, , Birmingham, , B26 3JR, 52.4517144, -1.7778233 
Freedom House for all Nations Catford, 2 Barmeston Road, Catford, , London, London, SE6 3BH, 51.4378795, -0.0217058 
Overcoming Power of God New Southgate, 147 High Road, New Southgate Conservative Club, building, New Southgate, New Southgate, , N11 1PP, 51.6139192, -0.1399547 
Shepherd’s House Arbroath, The Arbroath Community Centre, 40 Marketgate, Arbroath, Angus, , DD11 1AT, 56.5575771, -2.5833852 
The Potter’s House Parish Thamesmead, Clockhouse Community Centre, Defiance Walk, , Woolwich Dockyard, London, SE18 5QL, 51.4937853, 0.0537243 
Victory Assembly Sidcup, 367A, FoodsCovenant Restoration AssemblyY RD, , , New Eltham, London, SE9 4PJ, 51.4318576, 0.0353506 
Worship Tabernacle London, 18-30, Galena Road, Hammersmith, , , W6 0LT, 51.4935252, -0.2327921 
Tabernacle of Living Waters Romford, 9 Bridge Close, Romford, , Romford, Essex, RM7 0AU, 51.5728687, 0.1812097 
Jesus Assembly Tottenham, 807 HIGH ROAD TOTTENHAM, Tottenham, Tottenham, Tottenham, London, N17 8ER, 51.6062191, -0.0685239 
Jesus People Parish North Woolwich, St John Anglican Church,, North Woolwich, , North Woolwich, London, E16 2JB, 51.5008003, 0.0583046 
 
Overcomers House Swindon, Overcomers House,, Deacon Street, Off Commercial Road, Swindon, Wiltshire, SN1 5NA, 51.5578048, -1.7875954 
Freedom House Bexley Heath, Tree Estate Communuty Centre, Cedar Road, , Dartford, Kent, DA1 2RS, 51.436445, 0.2105456 
More Than Conquerors Palmers Green, St. John The Evangelist Church Hall, 1, Bourne Hill, Palmers Green, London, N13 4DA, 51.6240496, -0.1054018 
Goodnews Haven Thamesmead, 61, Kellner Road, Off Nathan Way, Thamesmead, London, London, SE28 0AX, 51.4944758, 0.0990351 
Eagles Christian Connections Hornchurch, 1st Floor, Cooperative Building, 200/202 Elm Park Avenue, Hornchurch, Hornchurch, Essex, RM12 4SD, 51.5510573, 0.1997115 
 
Dominion Connection Peterborough, 36/38 park road, town centre, Peterborough, Peterborough, Cambridgeshire, PE1 2TG, 52.5761102, -0.2421913 
Faith And Holiness Centre Thornton Heath, Thornton Heath Pond, 371-375, London Road, CR7 6AU, , CR7 6AU, 51.3932665, -0.1144341 
Jesus House Torry, 191, Victoria Road, Torry, Aberdeen, Aberdeenshire, AB11 9NE, 57.1368068, -2.0819798 
Fountain of Hope Tottenham, Bernie Grant Art Centre, Town Hall Approach, Tottenham Green, London, London, N15 4RX, 51.5871893, -0.0722471 
Strong Tower Warrington, Gilbert Wakefield House, Warrington Business Centre, 67 Bewsey Street, Warrington, Cheshire, WA2 7JQ, 53.3922397, -2.5962418 
Ancient of Days Romford, Essex Room, YMCA Romford, Rush Green Road Romford, Essex, Essex, RM7 0PH, 51.5650355, 0.1846152 
Christ’s Love Assembly Barton Oxford, Regal Community Centre, Ridgefield Road, Cowley, Oxford, Oxfordshire, OX4 3BY, 51.7414359, -1.226377 
